Alkon hinnasto 23.09.2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
906405;Ancnoc Peatheart Single Malt;Knockdhu Distillery;0,7 l;69.99;99.99;;440;viskit;Runsas & voimakas;;;Skotlanti;;;;;;Täyteläinen,  kullankeltainen,  savuinen,  kuivahedelmäinen,  tamminen,  turpeinen;pullo;luonnonkorkki;46.0;;;;;;250.0;tilausvalikoima;5010509881319
110467;Ardbeg 10 Year Old Single Malt;Ardbeg Distillery;0,7 l;67.90;96.86;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Islay;;;Täyteläinen,  vaaleankeltainen,  voimakkaan savuinen,  maltainen,  kypsän hedelmäinen,  kuivatun omenainen,  tervainen,  turpeinen,  hennon suolainen,  rodukas;pullo;luonnonkorkki;46.0;;;;;;250.0;vakiovalikoima;5010494195286
927547;Ardbeg An Oa Single Malt;Ardbeg Distillery;0,7 l;74.91;106.87;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;;;;Täyteläinen,  kullankeltainen,  voimakkaan savuinen,  kermatoffeinen,  persikkainen;pullo;luonnonkorkki;46.6;;;;;;250.0;vakiovalikoima;5010494938326
170337;Ardbeg Corryvreckan Single Malt;Ardbeg Distillery;0,7 l;104.91;149.73;;440;viskit;Runsas & voimakas;;;Skotlanti;;;Islay;;;Täyteläinen,  meripihkankeltainen,  voimakkaan savuinen,  makean maltainen,  hedelmäinen,  turpeinen,  pippurinen,  runsas,  pitkä;pullo;luonnonkorkki;57.1;;;;;;310.0;vakiovalikoima;5010494296280
913917;Ardbeg Grooves Single Malt;Ardbeg Distillery;0,7 l;116.98;167.11;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Islay;;;Erittäin täyteläinen,  meripihkanruskea,  voimakkaan savuinen,  nahkainen,  toffeinen,  pippurinen;pullo;luonnonkorkki;46.0;;;;;;250.0;tilausvalikoima;5010494942682
170347;Ardbeg Traigh Bahn 19 Year Old Single Malt;Ardbeg Distillery;0,7 l;206.90;295.57;uutuus;440;viskit;Runsas & voimakas;;;Skotlanti;;;;;;Täyteläinen,  kullankeltainen,  voimakkaan savuinen,  täyteläinen,  maltainen,  ananaksinen,  limettinen,  tervainen,  pähkinäinen,  pippurinen,  vivahteikas;pullo;luonnonkorkki;46.2;;;;;;250.0;erikoiserä;5010494964257
926537;Ardbeg Uigeadail Single Malt;Ardbeg Distillery;0,7 l;97.31;138.87;;440;viskit;Runsas & voimakas;;;Skotlanti;;;Islay;;;Täyteläinen,  kullankeltainen,  voimakkaan savuinen,  kypsän hedelmäinen,  maltainen,  turpeinen,  mineraalinen,  kevyen salmiakkinen;pullo;luonnonkorkki;54.2;;;;;;300.0;tilausvalikoima;5010494220278
199307;Ardbeg Wee Beastie Single Malt;Ardbeg Distillery;0,7 l;58.89;84.13;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  keltainen,  voimakkaan savuinen,  viljainen,  omenainen,  tervainen,  mehiläisvahainen,  kevyen suolainen;pullo;luonnonkorkki;47.4;;;;;;270.0;erikoiserä;5010494961577
931636;Arran 10 Year Old Single Malt;Isle of Arran Distillers;0,7 l;59.98;85.69;;440;viskit;Pehmeä & hedelmäinen;;;Skotlanti;;;;;;Keskitäyteläinen,  meripihkanruskea,  vaniljainen,  appelsiininen,  tasapainoinen;pullo;luonnonkorkki;46.0;;;;;;250.0;tilausvalikoima;5060044480638
951466;Arran Machrie Moor Cask Strength Single Malt;Arran Distilleries;0,7 l;69.97;99.96;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  oljenkeltainen,  miedon savuinen,  tasapainoinen,  ananaksinen,  sitruksinen;pullo;luonnonkorkki;56.2;;;;;;310.0;tilausvalikoima;5060044482793
917442;Arran Master Of Distilling II Single Malt;Isle Of Arran Distillers;0,7 l;94.99;135.7;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Täyteläinen,  kullankeltainen,  hunajainen,  omenainen,  hedelmäinen;pullo;luonnonkorkki;51.8;;;;;;290.0;tilausvalikoima;5060044483677
945848;Arran Sherry Cask Single Malt;Isle of Arran Distillers;0,7 l;77.98;111.4;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Täyteläinen,  kuparinkeltainen,  viikunainen,  suklainen,  tasapainoinen;pullo;luonnonkorkki;55.8;;;;;;310.0;tilausvalikoima;5060044483776
149583;Auchentoshan 12 Year Old Single Malt;Auchentoshan Distillery;0,2 l;18.98;94.9;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Lowland;;;Keskitäyteläinen,  kullankeltainen,  kuivahedelmäinen,  pähkinäinen,  hennon karamellinen,  kevyen inkiväärinen,  vivahteikas;pullo;luonnonkorkki;40.0;;;;;;220.0;vakiovalikoima;5010496003305
944587;Auchentoshan 12 Year Old Single Malt;Auchentoshan Distillery;0,7 l;49.89;71.13;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Lowland;;;Keskitäyteläinen,  kullankeltainen,  mausteinen;pullo;luonnonkorkki;40.0;;;;;;220.0;tilausvalikoima;5010496001769
921487;Auchentoshan Three Wood Single Malt;Auchentoshan Distillery;0,7 l;66.90;95.43;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Lowland;;;Keskitäyteläinen,  meripihkanruskea,  hedelmäinen,  suklainen,  tamminen;pullo;luonnonkorkki;43.0;;;;;;240.0;tilausvalikoima;5011333150824
912377;Balblair 2005 Vintage Single Malt;Balblair Distillery;0,7 l;64.99;92.84;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Highland;;;Täyteläinen,  kullankeltainen,  sitruksinen,  toffeinen,  vaniljainen;pullo;luonnonkorkki;46.0;;;;;;250.0;tilausvalikoima;5010509880596
001247;Ballantine's Finest;George Ballantine and Son;0,7 l;28.98;41.26;;440;viskit;Pehmeä & hedelmäinen;;;Skotlanti;;;;;;Keskitäyteläinen,  kullankeltainen,  miedon savuinen,  hedelmäinen,  mausteinen;pullo;metallinen kierrekapseli;40.0;;;;;;220.0;vakiovalikoima;5010106113127
955555;Ballantine's Finest 12-pack muovipullo;Georg Ballantine's and Son's;0,6 l;39.84;66.4;uutuus;440;viskit;Pehmeä & hedelmäinen;;;Skotlanti;;;;;;Keskitäyteläinen,  kullankeltainen,  miedon savuinen,  hedelmäinen,  mausteinen;muovipullo;metallinen kierrekapseli;40.0;;;;;;220.0;tilausvalikoima;5010106014059
946051;Ballantine's Finest muovipullo;George Ballantine and Son;0,05 l;3.32;66.4;;440;viskit;Pehmeä & hedelmäinen;;;Skotlanti;;;;;;Keskitäyteläinen,  kullankeltainen,  miedon savuinen,  hedelmäinen,  mausteinen;muovipullo;metallinen kierrekapseli;40.0;;;;;;220.0;vakiovalikoima;5010106113912
112476;Ballantine's Finest muovipullo;George Ballantine and Son;0,5 l;19.98;39.96;;440;viskit;Pehmeä & hedelmäinen;;;Skotlanti;;;;;;Keskitäyteläinen,  kullankeltainen,  miedon savuinen,  hedelmäinen,  mausteinen;muovipullo;metallinen kierrekapseli;40.0;;;;;;220.0;vakiovalikoima;5000299606049
946037;Ballantine's Hard Fired;George Ballantine and Son;0,7 l;33.98;48.4;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  meripihkankeltainen,  miedon savuinen,  hedelmäinen,  mausteinen;pullo;metallinen kierrekapseli;40.0;;;;;;220.0;tilausvalikoima;5000299604717
938647;Balvenie Peat Week 14 Year Old 2003 Single Malt;William Grant & Sons;0,7 l;99.98;142.83;;440;viskit;Runsas & voimakas;;;Skotlanti;;;;;;Keskitäyteläinen,  kullankeltainen,  savuinen,  kuivatun aprikoosinen,  hunajainen,  tervainen,  kevyen suolapähkinäinen,  hennon lakritsijuurinen,  aromikas;pullo;luonnonkorkki;48.3;;;;;;270.0;vakiovalikoima;5010327525945
152918;Bell's Original;Arthur Bell;1 l;35.59;35.49;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  kullanruskea,  miedon savuinen,  hedelmäinen,  tervainen,  mausteinen,  tasapainoinen;pullo;metallinen kierrekapseli;40.0;;;;;;220.0;vakiovalikoima;5000387905504
125447;BenRiach Peated Cask Strength Batch 1;BenRiach Distillery;0,7 l;99.99;142.84;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Speyside;;;Täyteläinen,  vaaleankeltainen,  voimakkaan savuinen,  turpeinen,  keltaluumuinen,  viljainen,  vohvelinen,  kermatoffeinen,  suolainen,  mineraalinen,  runsas;pullo;luonnonkorkki;56.0;;;;;;310.0;erikoiserä;5060399683487
920945;Big Peat Islay Blended Malt;Douglas Laing Company;0,7 l;59.98;85.69;;440;viskit;Pehmeä & hedelmäinen;;;Skotlanti;;;;;;Keskitäyteläinen,  meripihkankeltainen,  savuinen,  suklainen,  maltainen;pullo;luonnonkorkki;46.0;;;;;;250.0;tilausvalikoima;5014218774702
952067;Black Bottle;Gordon Graham;0,7 l;33.99;48.56;;440;viskit;Pehmeä & hedelmäinen;ympäristövastuullinen pakkaus;;Skotlanti;;;;;;Keskitäyteläinen,  meripihkankeltainen,  miedon savuinen,  viljainen,  hedelmäinen,  kermatoffeinen;pullo;metallinen kierrekapseli;40.0;;;;;;220.0;vakiovalikoima;5029704111442
950447;Black Snake Single Malt;Blackadder International;0,7 l;92.18;131.69;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  meripihkankeltainen,  hennon savuinen,  viljainen,  hedelmäinen,  marjainen;pullo;luonnonkorkki;59.2;;;;;;330.0;tilausvalikoima;5055030615965
906815;BlueWhite Lightly Peated;BlueWhiteSpirit;0,5 l;34.90;69.8;;440;viskit;Pehmeä & hedelmäinen;;;Skotlanti;;;;;;Keskitäyteläinen,  oljenkeltainen,  savuinen,  sitruksinen,  maltainen;pullo;luonnonkorkki;43.2;;;;;;240.0;tilausvalikoima;6429810194008
104084;Bowmore 12 Year Old Single Malt;Bowmore Distillery;0,35 l;28.89;82.26;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Islay;;;Täyteläinen,  kullanruskea,  savuinen,  hedelmäinen,  herukanlehtinen,  kevyen tervainen,  turpeinen,  rodukas;pullo;luonnonkorkki;40.0;;;;;;220.0;vakiovalikoima;5010496081013
001434;Bowmore 12 Year Old Single Malt;Morrison Bowmore;0,7 l;51.90;74.0;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Islay;;;Täyteläinen,  kullanruskea,  savuinen,  hedelmäinen,  herukanlehtinen,  kevyen tervainen,  turpeinen,  yrttinen,  rodukas;pullo;luonnonkorkki;40.0;;;;;;220.0;vakiovalikoima;5010496080818
129847;Bowmore 15 Year Old Single Malt;Morrison Bowmore;0,7 l;73.98;105.54;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Islay;;;Täyteläinen,  mahonginruskea,  savuinen,  turpeinen,  kypsän hedelmäinen,  pähkinäinen,  toffeinen,  tyylikäs;pullo;luonnonkorkki;43.0;;;;;;240.0;vakiovalikoima;5010496020821
951797;Bowmore 18 Year Old Single Malt;Bowmore Distillery;0,7 l;108.99;155.56;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Islay;;;Täyteläinen,  kullanruskea,  savuinen,  aromikas;pullo;;43.0;;;;;;240.0;tilausvalikoima;5010496001400
157104;Bowmore Small Batch Single Malt;Bowmore Distillery;0,35 l;27.90;79.43;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Islay;;;Keskitäyteläinen,  kullankeltainen,  savuinen,  hedelmäinen,  kypsän aprikoosinen,  yrttinen,  hennon mineraalinen,  tasapainoinen;pullo;luonnonkorkki;40.0;;;;;;220.0;vakiovalikoima;5010496003916
924327;Bowmore The Devil's Cask III Single Malt;Bowmore;0,7 l;279.99;399.99;;440;viskit;Runsas & voimakas;;;Skotlanti;;;Islay;;;Täyteläinen,  mahonginruskea,  savuinen,  turpeinen,  tasapainoinen;pullo;luonnonkorkki;56.7;;;;;;310.0;tilausvalikoima;5010496004388
103337;Bowmore Vault Edition First Release Single Malt;Bowmore Distillery;0,7 l;99.99;142.84;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Islay;;;Täyteläinen,  kullankeltainen,  savuinen,  kuivatun omenainen,  persikkainen,  herukanlehtinen,  kermatoffeinen,  kevyen maitosuklainen,  mineraalinen,  suolainen,  pitkä;pullo;luonnonkorkki;51.5;;;;;;290.0;erikoiserä;5010496004418
922653;Bruichladdich Black Art 6 Single Malt;Bruichladdich Distillery;0,7 l;339.00;484.29;;440;viskit;Runsas & voimakas;;;Skotlanti;;;;;;Täyteläinen,  meripihkanruskea,  maltainen,  paahteinen,  yrttinen;pullo;luonnonkorkki;46.9;;;;;;270.0;tilausvalikoima;5055807408660
128297;Bruichladdich Islay Barley 2010 Single Malt;Bruichladdich Distillery;0,7 l;83.50;119.29;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Islay;;;Täyteläinen,  oljenkeltainen,  kuivahedelmäinen,  kevyen aprikoosinen,  viljainen,  mustapippurinen,  hennon mineraalinen;pullo;luonnonkorkki;50.0;;;;;;280.0;erikoiserä;5055807407120
129967;Bruichladdich The Classic Laddie Single Malt;Bruichladdich Distillery;0,7 l;67.50;96.43;;440;viskit;Runsas & voimakas;;;Skotlanti;;;Islay;;;Täyteläinen,  kullankeltainen,  kuivatun aprikoosinen,  makean maltainen,  öljyinen,  merisuolainen,  hennon yrttinen,  tamminen,  vivahteikas;pullo;luonnonkorkki;50.0;;;;;;280.0;vakiovalikoima;5055807400312
100617;Bruichladdich The Organic 2009;Bruichladdich;0,7 l;99.99;142.84;;440;viskit;Vivahteikas & ryhdikäs;luomu;;Skotlanti;;;;;;Täyteläinen,  kullankeltainen,  maltainen,  viljainen,  vohvelinen,  hennon kermatoffeinen,  mineraalinen,  hennon maitosuklainen,  pitkä;pullo;muu suljenta;50.0;;;;;;280.0;erikoiserä;5055807408882
162427;Bunnahabhain 12 Year Old Single Malt;The Bunnahabhain Distillery;0,7 l;63.99;91.41;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Islay;;;Täyteläinen,  meripihkankeltainen,  hennon savuinen,  maustepippurinen,  kuivatun aprikoosinen,  makean maltainen,  yrttinen;pullo;luonnonkorkki;46.3;;;;;;250.0;vakiovalikoima;5029704217366
937357;Bunnahabhain 18 Year Old Single Malt;The Bunnahabhain Distillery;0,7 l;154.98;221.4;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Islay;;;Täyteläinen,  meripihkankeltainen,  hedelmäinen,  mausteinen;pullo;luonnonkorkki;46.3;;;;;;250.0;tilausvalikoima;5029704217373
910367;Bunnahabhain 25 Year Old Single Malt;The Bunnahabhain Distillery;0,7 l;399.00;570.0;;440;viskit;Runsas & voimakas;;;Skotlanti;;;Islay;;;Täyteläinen,  meripihkankeltainen,  karamellinen,  hedelmäinen,  mausteinen,  tamminen;pullo;luonnonkorkki;46.3;;;;;;250.0;tilausvalikoima;5029704217397
912657;Bunnahabhain Móine Single Malt;The Bunnahabhain Distillery;0,7 l;45.00;64.14;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Islay;;;Täyteläinen,  meripihkanruskea,  voimakkaan savuinen,  päärynäinen,  nektariininen,  suolaheinäinen,  pähkinäinen,  tasapainoinen;pullo;luonnonkorkki;46.3;;;;;;250.0;vakiovalikoima;5029704218141
160767;Caol Ila 12 Year Old Single Malt;Caol Ila Distillery;0,7 l;59.98;85.54;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Islay;;;Täyteläinen,  vaaleankeltainen,  voimakkaan savuinen,  aprikoosinen,  kevyen banaaninen,  turpeinen,  tervainen,  hunajainen,  hennon mineraalinen,  rodukas;pullo;luonnonkorkki;43.0;;;;;;240.0;vakiovalikoima;5000281016283
174903;Caol Ila 12 Year Old Single Malt;Caol Ila Distillery;0,2 l;19.99;99.45;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;;;;Täyteläinen,  vaaleankeltainen,  voimakkaan savuinen,  hedelmäinen,  turpeinen,  tervainen,  hunajainen,  rodukas;pullo;luonnonkorkki;43.0;;;;;;240.0;vakiovalikoima;5000281019956
170697;Caol Ila 35 Year Old Single Malt;Caol Ila Distillery;0,7 l;969.99;1385.7;;440;viskit;Runsas & voimakas;;;Skotlanti;;;Islay;;;Täyteläinen,  kullankeltainen,  savuinen,  kuivahedelmäinen,  persikkainen,  aprikoosinen,  mineraalinen,  yrttinen,  hennon merisuolainen,  setrinen,  moniulotteinen,  pitkä;pullo;luonnonkorkki;58.1;;;;;;330.0;erikoiserä;5000281051703
196027;Cardhu 12 Year Old Single Malt;Cardhu Distillery;0,7 l;47.98;68.4;;440;viskit;Pehmeä & hedelmäinen;;;Skotlanti;;;Speyside;;;Keskitäyteläinen,  kullankeltainen,  hedelmäinen,  hunajainen,  hennon toffeinen,  tamminen;pullo;luonnonkorkki;40.0;;;;;;220.0;vakiovalikoima;5000267102573
001272;Chivas Regal 12 Years Old;Chivas Brothers;0,35 l;26.85;76.43;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  kullankeltainen,  hennon savuinen,  hedelmäinen,  hennon tervainen,  kevyen hunajainen,  pähkinäinen;pullo;muovisuljin;40.0;;;;;;220.0;vakiovalikoima;0080432402702
912301;Chivas Regal 12 Years Old;Chivas Brothers Ltd.;0,2 l;15.28;76.4;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  kullankeltainen,  hennon savuinen,  hedelmäinen,  hunajainen,  pähkinäinen;pullo;muovisuljin;40.0;;;;;;220.0;tilausvalikoima;5000299228685
001277;Chivas Regal 12 Years Old;Chivas Brothers;0,7 l;43.99;62.7;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  kullankeltainen,  hennon savuinen,  hedelmäinen,  hennon tervainen,  kevyen hunajainen,  pähkinäinen;pullo;muovisuljin;40.0;;;;;;220.0;vakiovalikoima;0080432402931
112771;Chivas Regal 12 Years Old;Chivas Brothers;0,05 l;4.19;83.8;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  kullankeltainen,  hennon savuinen,  hedelmäinen,  hennon tervainen,  kevyen hunajainen,  pähkinäinen;pullo;metallinen kierrekapseli;40.0;;;;;;220.0;vakiovalikoima;0080432400340
959653;Chivas Regal 12 Years Old 12-pack;Chivas Brothers;0,6 l;50.27;83.78;uutuus;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  kullankeltainen,  hennon savuinen,  hedelmäinen,  hunajainen,  pähkinäinen;pullo;metallinen kierrekapseli;40.0;;;;;;220.0;tilausvalikoima;0080432402504
934737;Chivas Regal 18 Years Old;Chivas Brothers;0,7 l;80.99;115.56;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;;;;Täyteläinen,  meripihkankeltainen,  hennon savuinen,  hedelmäinen,  mausteinen,  suklainen;pullo;luonnonkorkki;40.0;;;;;;220.0;tilausvalikoima;5000299225004
147773;Chivas Regal 18 Years Old;Chivas Brothers;0,2 l;19.98;99.4;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;;;;Täyteläinen,  meripihkankeltainen,  hennon savuinen,  maltainen,  tummasuklainen,  kypsän hedelmäinen,  kevyen omenainen,  pähkinäinen,  hennon paahteinen,  tasapainoinen;pullo;muovisuljin;40.0;;;;;;220.0;vakiovalikoima;5000299225271
915587;Chivas Regal 25 Years Old;Chivas Brothers;0,7 l;449.99;642.7;;440;viskit;;;;Skotlanti;;;;;;Täyteläinen,  kullankeltainen,  hedelmäinen,  mausteinen,  aromikas;pullo;luonnonkorkki;40.0;;;;;;220.0;tilausvalikoima;5000299284926
900527;Chivas Regal Mizunara;Chivas Brothers;0,7 l;86.98;124.26;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  mahonginruskea,  hedelmäinen,  hunajainen,  tamminen;pullo;muovisuljin;40.0;;;;;;220.0;tilausvalikoima;5000299601693
945523;Chivas Regal XV;Chivas Brothers Ltd;0,7 l;59.98;85.69;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  kullanruskea,  hedelmäinen,  toffeinen,  hunajainen;pullo;muovisuljin;40.0;;;;;;220.0;tilausvalikoima;5000299622049
182247;Clynelish 14 Year Old Single Malt;Clynelish Distillery;0,7 l;61.58;87.83;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Highland;;;Keskitäyteläinen,  kullanruskea,  hedelmäinen,  kermainen,  kevyen tervainen,  merisuolainen,  vivahteikas;pullo;luonnonkorkki;46.0;;;;;;250.0;vakiovalikoima;5000281016535
922482;Compass Box Flaming Heart 6th Edition Blended  Malt;Compass Box;0,7 l;138.27;197.53;;440;viskit;Runsas & voimakas;;;Skotlanti;;;Blended Malt;;;Täyteläinen,  kullanruskea,  savuinen,  vaniljainen,  sikarilaatikkoinen;pullo;luonnonkorkki;48.9;;;;;;280.0;tilausvalikoima;5065000482718
189026;Compass Box Great King St Artist's Blend;Compass Box Whisky;0,5 l;38.72;77.44;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  oljenkeltainen,  maltainen,  aprikoosinen,  kevyen maitosuklainen,  mausteinen,  vaniljainen,  vivahteikas,  tasapainoinen;pullo;luonnonkorkki;43.0;;;;;;240.0;vakiovalikoima;5065000482756
911377;"Compass Box Great King St Glasgow Blend
";Compass Box Whisky;0,7 l;52.84;75.49;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;;;;Täyteläinen,  kullankeltainen,  savuinen,  kuivahedelmäinen,  suklainen;pullo;luonnonkorkki;43.0;;;;;;240.0;tilausvalikoima;5065000482886
915117;Compass Box Hedonism;Compass Box;0,7 l;80.73;115.33;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Blended grain;;;Keskitäyteläinen,  kullankeltainen,  aprikoosinen,  hunajainen,  vaniljainen;pullo;luonnonkorkki;43.0;;;;;;240.0;tilausvalikoima;5065000482039
924154;Compass Box Juveniles Blended Malt;Compass Box;0,7 l;115.21;164.59;;440;viskit;Kepeä & viljainen;;;Skotlanti;;;Blended Malt;;;Keskitäyteläinen,  kullankeltainen,  vaniljainen,  maitosuklainen,  hedelmäkakkuinen;pullo;luonnonkorkki;46.0;;;;;;250.0;tilausvalikoima;5065000482862
918256;Compass Box No Name No. 2;Compass Box;0,7 l;136.56;195.09;;440;viskit;Runsas & voimakas;;;Skotlanti;;;Blended Malt;;;Täyteläinen,  kullankeltainen,  savuinen,  sitruksinen,  kuivahedelmäinen;pullo;luonnonkorkki;48.9;;;;;;280.0;tilausvalikoima;5060632880000
909017;Compass Box The Peat Monster;Compass Box;0,7 l;65.41;93.44;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;;;;Täyteläinen,  kullankeltainen,  voimakkaan savuinen,  vaniljainen,  kuivahedelmäinen,  viljainen;pullo;luonnonkorkki;46.0;;;;;;250.0;tilausvalikoima;5065000482190
156907;Compass Box The Spice Tree Blended Malt;Compass Box;0,7 l;65.23;93.19;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Blended Malt;;;Täyteläinen,  kullankeltainen,  kuivahedelmäinen,  kermatoffeinen,  setrinen,  kevyen tummasuklainen,  hennon inkiväärinen,  aromikas,  runsas;pullo;luonnonkorkki;46.0;;;;;;250.0;vakiovalikoima;5065000482602
946242;Compass Box The Story Of The Spaniard Blended Malt;Compass Box Whisky;0,7 l;61.53;87.9;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Täyteläinen,  kullanruskea,  hunajainen,  pomeranssinen,  aprikoosinen;pullo;luonnonkorkki;43.3;;;;;;240.0;tilausvalikoima;5065000482558
001399;Cragganmore 12 Year Old Single Malt;Cragganmore Distillery;0,7 l;53.29;75.99;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Speyside;;;Keskitäyteläinen,  kullanruskea,  hennon savuinen,  mausteinen,  aromikas;pullo;;40.0;;;;;;220.0;tilausvalikoima;5000281005430
166703;Cragganmore 12 Year Old Single Malt;Cragganmore;0,2 l;22.99;114.95;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Speyside;;;Keskitäyteläinen,  kullanruskea,  hennon savuinen,  mausteinen,  aromikas;pullo;luonnonkorkki;40.0;;;;;;220.0;erikoiserä;5000281013282
174567;Cragganmore The Distiller's Edition 2018 Single Malt;Cragganmore Distillery;0,7 l;79.33;113.33;;440;viskit;Vivahteikas & ryhdikäs;;;Skotlanti;;;Speyside;;;Keskitäyteläinen,  meripihkankeltainen,  maltainen,  pomeranssinen,  viikunainen,  hunajainen,  kevyen kukkainen,  yrttinen;pullo;luonnonkorkki;40.0;;;;;;220.0;erikoiserä;5000281052823
107857;Craigellachie 13 Year Old Single Malt;Craigellachie Distillery;0,7 l;59.91;85.44;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;Speyside;;;Täyteläinen,  keltainen,  aprikoosinen,  kypsän hedelmäinen,  kevyen pähkinäinen,  toffeinen,  hennon yrttinen,  vohvelinen,  tasapainoinen,  pitkä;pullo;luonnonkorkki;46.0;;;;;;250.0;vakiovalikoima;5000277003389
919896;Cutty Sark;Cutty Sark;0,7 l;27.90;39.71;;440;viskit;Pehmeä & hedelmäinen;ympäristövastuullinen pakkaus;;Skotlanti;;;;;;Keskitäyteläinen,  vaaleankeltainen,  hedelmäinen,  mausteinen,  vaniljainen;pullo;metallinen kierrekapseli;40.0;;;;;;220.0;tilausvalikoima;5010504100095
948741;Cutty Sark Prohibition Edition;Cutty Sark;0,7 l;36.99;52.84;;440;viskit;Hedelmäinen & aromikas;;;Skotlanti;;;;;;Keskitäyteläinen,  vaaleankeltainen,  karamellinen,  pippurinen,  viljainen;pullo;luonnonkorkki;50.0;;;;;;280.0;tilausvalikoima;5010504100309
179943;Dalwhinnie 15 Year Old Single Malt;Dalwhinnie Distillery;0,2 l;19.68;97.9;;440;viskit;Pehmeä & hedelmäinen;;;Skotlanti;;;Highland;;;Täyteläinen,  kullankeltainen,  maltainen,  päärynäinen,  kevyen hunajainen,  pähkinäinen,  tamminen,  runsas;pullo;luonnonkorkki;43.0;;;;;;240.0;vakiovalikoima;5000281018348
001379;Dalwhinnie 15 Year Old Single Malt;Dalwhinnie Distillery;0,7 l;56.38;80.4;;440;viskit;Pehmeä & hedelmäinen;;;Skotlanti;;;Highland;;;Keskitäyteläinen,  kullanruskea,  hedelmäinen,  mausteinen;pullo;;43.0;;;;;;240.0;tilausvalikoima;5000281005423
